¶r¿Wß«∏π,¶r,≥°≠∫,µßµe,•X≤{¿W¶∏,≤÷øn¿W¶∏,≤÷øn¶ §¿§Ò
589,Æß,§ﬂ,10,385,799144,79.44914580
590,∫÷,•‹,14,384,799528,79.48732224
591,¬˘,´A,18,384,799912,79.52549868
592,∫c,§Ï,14,383,800295,79.56357570
593,®æ,™˙,07,382,800677,79.60155330
594,¿I,™˙,16,382,801059,79.63953091
595,∞‚,§f,11,381,801440,79.67740909
596,¶±,§Í,06,380,801820,79.71518786
597,´Y,§H,09,380,802200,79.75296663
598,≈@,®•,21,378,802578,79.79054656
599,©~,§r,08,377,802955,79.82802707
600,©u,§l,08,376,803331,79.86540817
601,∏’,®•,13,376,803707,79.90278927
602,™`,§Ù,08,374,804081,79.93997153
603,Æy,∆Œ,10,374,804455,79.97715379
604,ß˜,§Ï,07,373,804828,80.01423663
605,©x,∆À,08,373,805201,80.05131947
606,≈w,§Ì,22,373,805574,80.08840232
607,±¯,§Ï,11,372,805946,80.12538574
608,∞s,®ª,10,370,806316,80.16217033
609,•¿,§,05,369,806685,80.19885550
610,¶Y,§f,06,369,807054,80.23554067
611,±ƒ,§‚,11,369,807423,80.27222585
612,Æt,§u,10,368,807791,80.30881160
613,µ¥,¶Õ,12,368,808159,80.34539735
614,™©,§˘,08,367,808526,80.38188369
615,ƒY,§f,20,367,808893,80.41837003
616,¶¸,§H,07,366,809259,80.45475694
617,¿£,§g,17,365,809624,80.49104444
618,ΩÕ,®•,15,363,809987,80.52713311
619,≈•,¶’,22,363,810350,80.56322177
620,™Ï,¶Á,08,362,810712,80.59921102
621,ƒı, J,21,362,811074,80.63520027
622,ß°,§g,07,361,811435,80.67109010
623,®Œ,§H,08,359,811794,80.70678109
624,®Ω,®Ω,07,358,812152,80.74237267
625,Ωm,¶Õ,15,358,812510,80.77796424
626,√—,®•,19,358,812868,80.81355582
627,´‰,§ﬂ,09,357,813225,80.84904798
628,¥Ó,§Ù,12,357,813582,80.88454013
629,¿],≠π,16,357,813939,80.92003229
630,µn,∆’,12,356,814295,80.95542503
631,∏s,¶œ,13,356,814651,80.99081777
632,¿À,§Ï,17,356,815007,81.02621051
633,∂»,§H,13,353,815360,81.06130500
634,™i,§Ù,08,352,815712,81.09630007
635,∑≥,§Ó,13,352,816064,81.13129514
636,©Á,§‚,08,351,816415,81.16619079
637,≠≠,™˙,09,351,816766,81.20108644
638,•€,•€,05,350,817116,81.23588267
639,®|,¶◊,07,350,817466,81.27067890
640,√π, I,19,350,817816,81.30547514
641,≠t,®©,09,349,818165,81.34017195
642,√ƒ, J,19,349,818514,81.37486877
643,æ‹,§‚,16,348,818862,81.40946617
644,©P,§f,08,347,819209,81.44396415
645,∏m, I,13,346,819555,81.47836271
646,§·,§·,04,344,819899,81.51256243
647,∂¬,∂¬,12,344,820243,81.54676216
648,æi,≠π,15,344,820587,81.58096189
649,≈™,®•,22,343,820930,81.61506220
650,¶L,∆»,06,341,821271,81.64896367
651,™o,§Ù,08,341,821612,81.68286514
652,∫Ÿ,•›,14,341,821953,81.71676661
653,•÷,•÷,05,339,822292,81.75046925
654,≠∏,≠∏,09,339,822631,81.78417189
655,≈U,≠∂,21,338,822969,81.81777511
656,ªy,®•,14,335,823304,81.85108008
657,´›,…L,09,334,823638,81.88428562
658,≤”,¶Õ,11,334,823972,81.91749117
659,∞∑,§H,11,332,824304,81.95049788
660,¶Â,¶Â,06,331,824635,81.98340518
661,µß,¶À,12,331,824966,82.01631247
662,øW,§¸,16,331,825297,82.04921977
663,±K,∆À,11,328,825625,82.08182881
664,¨I,§Ë,09,327,825952,82.11433843
665,´«,∆À,09,324,826276,82.14654980
666,ø˘,™˜,16,324,826600,82.17876117
667,≥z,∆÷,11,323,826923,82.21087313
668,Ωs,¶Õ,15,322,827245,82.24288566
669,±⁄,§Ë,11,319,827564,82.27459994
670,∫˚,¶Õ,14,319,827883,82.30631422
671,√B,≠∂,18,319,828202,82.33802851
672,≠◊,§H,10,318,828520,82.36964337
673,≥d,®©,11,317,828837,82.40115881
674,æ·,§‚,16,317,829154,82.43267426
675,ø˝,™˜,16,317,829471,82.46418971
676,§ı,§ı,04,316,829787,82.49560573
677,µP,§˘,12,316,830103,82.52702176
678,Ød,•–,10,315,830418,82.55833837
679,µ¶,¶À,12,315,830733,82.58965498
680,∞≤,§H,11,314,831047,82.62087217
681,°≥,…I,01,313,831360,82.65198995
682,¨A,§‚,09,312,831672,82.68300830
683,®Ë,§M,08,310,831982,82.71382782
684,Øq,•◊,10,310,832292,82.74464735
685,æl,≠π,15,310,832602,82.77546687
686,§»,§Q,04,309,832911,82.80618697
687,µΩ,¶œ,12,307,833218,82.83670824
688,πA,®∞,13,305,833523,82.86703067
689,¨G,∆“,09,304,833827,82.89725368
690,§Ó,§Ó,04,303,834130,82.92737728
691,©_,§j,08,303,834433,82.95750087
692,∑U,§ﬂ,13,303,834736,82.98762447
693,™O,§Ï,08,301,835037,83.01754923
694,Æ≥,§‚,10,301,835338,83.04747399
695,™B,§Î,08,300,835638,83.07729934
696,≤◊,¶Õ,11,300,835938,83.10712468
697,¥_,…L,12,299,836237,83.13685060
698,∏…,¶Á,13,299,836536,83.16657653
699,®Û,§Q,08,297,836833,83.19610362
700,•,§H,06,296,837129,83.22553129
701,±d,∆Œ,11,296,837425,83.25495896
702,∏Ú,®¨,13,296,837721,83.28438663
703,¬¯,´A,18,295,838016,83.31371489
704,•R,§I,05,294,838310,83.34294372
705,•ß,§r,05,294,838604,83.37217256
706,¿\,≠π,16,294,838898,83.40140139
707,Æ»,§Ë,10,293,839191,83.43053081
708,∞e,∆÷,10,293,839484,83.45966023
709,ßl,§f,07,292,839776,83.48869023
710,≤ß,•–,11,292,840068,83.51772023
711,•Á,∆¬,06,291,840359,83.54665081
712,¿s,¿s,16,291,840650,83.57558140
713,∂V,®´,12,290,840940,83.60441256
714,ªR,¶ﬂ,14,290,841230,83.63324372
715,™±,•…,08,288,841518,83.66187605
716,∞l,∆÷,10,288,841806,83.69050838
717,ºg,∆À,15,288,842094,83.71914071
718,ƒ~,¶Õ,20,288,842382,83.74777304
719,Ω√,¶Ê,15,287,842669,83.77630595
720,Ω“,®•,15,286,842955,83.80473945
721,´¬,§k,09,284,843239,83.83297410
722,ØZ,•…,10,284,843523,83.86120876
723,§[,∆¿,03,283,843806,83.88934400
724,§˜,§˜,04,283,844089,83.91747924
725,Æ’,§Ï,10,283,844372,83.94561448
726,¨v,§Ù,09,282,844654,83.97365030
727,µu,•⁄,12,282,844936,84.00168613
728,πÓ,∆À,14,282,845218,84.02972195
729,∞h,∆÷,10,280,845498,84.05755893
730,ƒv,•ﬂ,20,280,845778,84.08539592
731,´C,´C,08,279,846057,84.11313349
732,≠∞,™˙,09,279,846336,84.14087106
733,¬≤,¶À,18,279,846615,84.16860863
734,ƒ_,∆À,20,278,846893,84.19624678
735,Ø},•€,10,277,847170,84.22378551
736,•j,§f,05,275,847445,84.25112541
737,∞ı,§g,11,274,847719,84.27836589
738,øƒ,¶‰,16,274,847993,84.30560637
739,¡{,¶⁄,17,272,848265,84.33264801
740,∫q,§Ì,14,271,848536,84.35959024
741,®},¶·,07,270,848806,84.38643305
742,∞∆,§M,11,270,849076,84.41327586
743,π∫,§M,14,270,849346,84.44011867
744,º˙,§¸,15,270,849616,84.46696147
745,ΩL,•◊,15,269,849885,84.49370486
746,∑≈,§Ù,13,268,850153,84.52034884
747,µ˚,®•,12,267,850420,84.54689339
748,ƒ@,≠∂,19,267,850687,84.57343795
749,¨,•ﬁ,09,266,850953,84.59988308
750,±±,§‚,11,266,851219,84.62632822
751,≥Ω,≥Ω,11,266,851485,84.65277336
752,ØË,¶‡,10,264,851749,84.67901966
753,µÊ, J,12,264,852013,84.70526596
754,©§,§s,08,263,852276,84.73141285
755,∂D,®•,12,263,852539,84.75755973
756,ºB,§M,15,259,852798,84.78330894
757,∞Q,®•,10,258,853056,84.80895874
758,≠W, J,09,257,853313,84.83450911
759,≥”,§O,12,257,853570,84.86005949
760,¡Z,¶Õ,17,257,853827,84.88560987
761,∞±,§H,11,255,854082,84.91096141
762,∫•,§Ù,14,255,854337,84.93631295
763,©”,§‚,08,254,854591,84.96156507
764,§Ú,§Ú,04,253,854844,84.98671778
765,∞g,∆÷,10,253,855097,85.01187049
766,∫¶,§Ù,14,253,855350,85.03702319
767,∫a,§Ï,14,252,855602,85.06207648
768,æ˙,§Ó,16,251,855853,85.08703035
769,¨K,§È,09,250,856103,85.11188480
770,Øg,∆‘,10,250,856353,85.13673925
771,Ø∏,•ﬂ,10,250,856603,85.16159371
772,¥˙,§Ù,12,250,856853,85.18644816
773,Ø«,¶Õ,10,249,857102,85.21120319
774,øÈ,®Æ,16,249,857351,85.23595823
775,¡¬,®•,17,249,857600,85.26071326
776,¶◊,¶◊,06,248,857848,85.28536888
777,¡ø,®•,17,248,858096,85.31002450
778,≤æ,•›,11,247,858343,85.33458070
779,±ﬂ,§È,11,246,858589,85.35903748
780,•™,§u,05,244,858833,85.38329542
781,ßt,§f,07,244,859077,85.40755337
782,™Z,§Ó,08,244,859321,85.43181131
783,™¸,™˙,08,244,859565,85.45606926
784,ΩÏ,®´,15,244,859809,85.48032720
785,¿∞,§y,17,244,860053,85.50458515
786,§∂,§H,04,243,860296,85.52874368
787,§Ï,§Ï,04,243,860539,85.55290220
788,±z,§ﬂ,11,243,860782,85.57706073
789,∂À,§H,13,243,861025,85.60121926
790,ºu,§},15,243,861268,85.62537779
791,´∞,§g,09,242,861510,85.64943690
792,¨V,§Ï,09,242,861752,85.67349601
793,µ™,¶À,12,241,861993,85.69745570
794,ªD,¶’,14,241,862234,85.72141539
795,Ø ,¶Œ,10,240,862474,85.74527567
796,ƒR,≥¿,19,240,862714,85.76913594
797,©p,§k,08,239,862953,85.79289680
798,¨Y,§Ï,09,239,863192,85.81665765
799,∞€,§f,11,239,863431,85.84041851
800,≠À,§H,10,238,863669,85.86407995
801,æ÷,§‚,16,238,863907,85.88774139
802,§˚,§˚,04,237,864144,85.91130341
803,•k,§f,05,237,864381,85.93486543
804,™˛,™˙,08,237,864618,85.95842745
805,≥•,®Ω,11,237,864855,85.98198947
806,¥T,§y,12,237,865092,86.00555149
807,§⁄,§v,04,236,865328,86.02901409
808,µw,•€,12,236,865564,86.05247670
809,∂m,®∂,12,236,865800,86.07593930
810,∫Ú,¶Õ,14,236,866036,86.09940190
811,º⁄,§Ì,15,236,866272,86.12286451
812,©O,§f,08,233,866505,86.14602886
813,¥Œ,§Ï,12,232,866737,86.16909379
814,¡◊,∆÷,17,232,866969,86.19215872
815,©|,§p,08,231,867200,86.21512423
816,Æ`,∆À,10,231,867431,86.23808975
817,§“,§j,04,229,867660,86.26085642
818,•√,§Ù,05,228,867888,86.28352369
819,¨£,§Ù,09,227,868115,86.30609153
820,ÆM,§j,10,227,868342,86.32865937
821,¬◊,®ß,18,227,868569,86.35122721
822,©y,∆À,08,226,868795,86.37369564
823,Ø»,¶Õ,10,226,869021,86.39616406
824,§◊,§q,04,225,869246,86.41853307
825,¶ø,§Ù,06,225,869471,86.44090208
826,≠I,¶◊,09,225,869696,86.46327108
827,≤§,•–,11,225,869921,86.48564009
828,ß‹,§‚,07,224,870145,86.50790968
829,≥“,§O,12,224,870369,86.53017927
830,∑L,…L,13,224,870593,86.55244886
831,√≠,•›,19,223,870816,86.57461903
832,´Œ,§r,09,221,871037,86.59659037
833,´≈,∆À,09,220,871257,86.61846228
834,∞Æ,§A,11,220,871477,86.64033420
835,∫√,•‘,14,220,871697,86.66220612
836,¥∂,§È,12,219,871916,86.68397862
837,∂g,∆÷,12,219,872135,86.70575112
838,ºØ,§‚,15,219,872354,86.72752362
839,Ø∫,¶À,10,218,872572,86.74919670
840,πÙ,§y,14,218,872790,86.77086979
841,¶u,∆À,06,217,873007,86.79244345
842,®…,∆¬,08,217,873224,86.81401712
843,¨Ô,•ﬁ,09,217,873441,86.83559078
844,∞V,®•,10,217,873658,86.85716445
845,º”,§Ï,15,215,873873,86.87853927
846,∂¯,§j,13,214,874087,86.89981469
847,≥’,§Q,12,213,874300,86.92099068
848,ßd,§f,07,212,874512,86.94206725
849,µh,∆‘,12,212,874724,86.96314383
850,©I,§f,08,211,874935,86.98412099
851,≠q,®•,09,211,875146,87.00509815
852,Æg,§o,10,211,875357,87.02607530
853,≥Ú,…I,12,211,875568,87.04705246
854,¥M,§o,12,211,875779,87.06802962
855,∫…,•◊,14,211,875990,87.08900678
856,≠z,∆÷,09,210,876200,87.10988452
857,ß,∆“,07,209,876409,87.13066284
858,∂∫,≠π,12,209,876618,87.15144116
859,∑Á,•…,13,209,876827,87.17221948
860,∂],®¨,12,208,877035,87.19289839
861,∂ß,™˙,12,208,877243,87.21357729
862,¿…,§Ï,17,208,877451,87.23425620
863,¿¯,∆‘,17,208,877659,87.25493510
864,¬¥,¶Õ,18,208,877867,87.27561400
865,´Ê,§ﬂ,09,207,878074,87.29619349
866,∂≈,§H,13,207,878281,87.31677298
867,¬√, J,18,207,878488,87.33735246
868,¬Ì,™˜,18,207,878695,87.35793195
869,√h,§ﬂ,19,207,878902,87.37851144
870,ßP,§M,07,206,879108,87.39899151
871,≥v,∆÷,11,206,879314,87.41947157
872,∞w,™˜,10,205,879519,87.43985223
873,±º,§‚,11,205,879724,87.46023288
874,Ω˜,®Æ,15,205,879929,87.48061353
875,æD,∆÷,15,205,880134,87.50099418
876,ß¯,§Ï,07,204,880338,87.52127541
877,´ﬂ,…L,09,204,880542,87.54155664
878,≠Ë,§M,10,204,880746,87.56183788
879,∂^,®¨,12,203,880949,87.58201969
880,æﬁ,§‚,16,203,881152,87.60220151
881,§¨,§G,04,202,881354,87.62228391
882,∑l,§‚,13,202,881556,87.64236630
883,ΩX,•€,15,202,881758,87.66244870
884,¶Ú,§H,07,201,881959,87.68243168
885,®e,§˚,07,200,882159,87.70231524
886,®È,§M,08,200,882359,87.72219880
887,≥∫,≠µ,11,200,882559,87.74208237
888,ªx,®•,14,200,882759,87.76196593
889,ßN,∆≈,07,199,882958,87.78175007
890,øE,§Ù,16,199,883157,87.80153422
891,©µ,∆œ,08,198,883355,87.82121894
892,Ωƒ,¶Ê,15,198,883553,87.84090367
893,¿W,≠∂,16,198,883751,87.86058839
894,©»,§ﬂ,08,197,883948,87.88017370
895,´G,∆¬,09,197,884145,87.89975901
896,ØP,§ı,10,197,884342,87.91934432
897,∏},¶◊,13,197,884539,87.93892963
898,Æu,§y,10,196,884735,87.95841552
899,∞},™˙,10,196,884931,87.97790141
900,∂∂,≠∂,12,196,885127,87.99738730
901,¥ß,§‚,12,195,885322,88.01677377
902,¨[,§Ï,09,194,885516,88.03606083
903,∑°,§Ï,13,194,885710,88.05534788
904,≤±,•◊,11,193,885903,88.07453552
905,¥C,§k,12,193,886096,88.09372316
906,∂Q,®©,12,193,886289,88.11291079
907,æ,§Ï,16,193,886482,88.13209843
908,¬X,§‚,18,193,886675,88.15128607
909,ƒ¡,™˜,20,193,886868,88.17047371
910,®T,§Ù,07,192,887060,88.18956193
911,•°,§j,05,191,887251,88.20855073
912,©Ø,§z,08,191,887442,88.22753953
913,ÆL,éÓ,10,191,887633,88.24652833
914,πı,§y,14,191,887824,88.26551713
915,¶Ù,§H,07,190,888014,88.28440652
916,ºe,∆À,15,190,888204,88.30329590
917,®Â,§K,08,189,888393,88.32208587
918,¥≤,∆“,12,189,888582,88.34087583
919,∂•,™˙,12,189,888771,88.35966580
920,∫C,§ﬂ,14,189,888960,88.37845576
921,º{,§ﬂ,15,189,889149,88.39724573
922,ƒ¿,®º,20,189,889338,88.41603569
923,±—,∆“,11,188,889526,88.43472624
924,•I,§H,05,187,889713,88.45331737
925,∂‹,§f,13,187,889900,88.47190850
926,≥π,≠µ,11,186,890086,88.49040022
927,∂Æ,´A,12,186,890272,88.50889193
928,ºΩ,§‚,15,186,890458,88.52738364
929,≥X,®•,11,184,890642,88.54567652
930,¬¬,¶›,18,184,890826,88.56396940
931,±˛,…_,11,182,891008,88.58206344
932,Æx,∆Œ,10,181,891189,88.60005806
933,≤b,§Ù,11,181,891370,88.61805268
934,≈S,´B,21,181,891551,88.63604731
935,≠ø,§H,10,180,891731,88.65394251
936,¬ß,•‹,18,180,891911,88.67183772
937,¬«, J,18,180,892091,88.68973292
938,Øª,¶Ã,10,179,892270,88.70752871
939,±w,§ﬂ,11,179,892449,88.72532450
940,µ£,•ﬂ,12,179,892628,88.74312029
941,πy,≠∂,13,179,892807,88.76091608
942,¡»,®©,17,179,892986,88.77871186
943,¶Á,¶Á,06,178,893164,88.79640823
944,ße,§f,07,178,893342,88.81410460
945,Æc,∆À,10,177,893519,88.83170156
946,±m,∆—,11,177,893696,88.84929851
947,∫–,•€,14,177,893873,88.86689546
948,ºÙ,§ı,15,177,894050,88.88449241
949,™e,§Ù,08,176,894226,88.90198995
950,´ˆ,§‚,09,176,894402,88.91948748
951,∞Ì,§g,11,175,894577,88.93688560
952,ßa,§f,07,174,894751,88.95418430
953,Æı,§Ù,10,174,894925,88.97148300
954,Ωd,¶À,15,174,895099,88.98878169
955,∆F,´B,24,174,895273,89.00608039
956,æa,´D,15,173,895446,89.02327967
957,™Í, O,08,172,895618,89.04037954
958,´P,§H,09,172,895790,89.05747940
959,•s,§f,05,171,895961,89.07447985
960,ØÛ, J,10,171,896132,89.09148029
961,¥x,§‚,12,171,896303,89.10848074
962,ƒ•,¶‡,20,171,896474,89.12548118
963,ß”,§ﬂ,07,170,896644,89.14238221
964,™R,§Ï,08,170,896814,89.15928324
965,∞U,®•,10,170,896984,89.17618426
966,≤Ó,¶‡,11,170,897154,89.19308529
967,¥º,§È,12,170,897324,89.20998632
968,∂º,≠π,12,170,897494,89.22688735
969,∫ ,•◊,14,170,897664,89.24378838
970,ºf,∆À,15,170,897834,89.26068940
971,√a,§g,19,170,898004,89.27759043
972,ßL,§K,07,169,898173,89.29439204
973,Æ£,§ﬂ,10,169,898342,89.31119365
974,√Ë,™˜,19,169,898511,89.32799526
975,™¢,§ı,08,168,898679,89.34469745
976,∞©,∞©,10,168,898847,89.36139964
977,≤≈,¶À,11,168,899015,89.37810184
978,π¢,≠π,13,168,899183,89.39480403
979,∫¸,¶Õ,14,168,899351,89.41150622
980,ºÁ,§Ù,15,168,899519,89.42820841
981,∆U,∆Œ,25,168,899687,89.44491060
982,•Z,§M,05,167,899854,89.46151338
983,©],§i,08,167,900021,89.47811615
984,√P,‘I,18,167,900188,89.49471893
985,Æq,§s,10,166,900354,89.51122228
986,∂©,™˙,12,166,900520,89.52772564
987,πp,´B,13,166,900686,89.54422900
988,•–,•–,05,165,900851,89.56063293
989,ßx,…I,07,165,901016,89.57703687
990,ß§,§g,07,165,901181,89.59344081
991,Æw,∆Œ,10,165,901346,89.60984475
992,∞¶,´A,10,165,901511,89.62624869
993,Ωß,¶◊,15,165,901676,89.64265263
994,Æ÷,§Ï,10,164,901840,89.65895715
995,ºÈ,§Ù,15,164,902004,89.67526167
996,¡Y,¶Õ,17,164,902168,89.69156619
997,¡y,¶◊,17,164,902332,89.70787071
998,ƒ≤,®§,20,164,902496,89.72417523
999,≈Â,∞®,23,164,902660,89.74047975
1000,¶N,§f,06,163,902823,89.75668485
1001,® ,∆¬,08,163,902986,89.77288996
1002,™÷,¶◊,08,163,903149,89.78909506
1003,¨D,§‚,09,163,903312,89.80530016
1004,∂Í,…I,13,163,903475,89.82150527
1005,π⁄,§i,14,163,903638,89.83771037
1006,∫~,§Ù,14,163,903801,89.85391547
1007,¿R,´C,16,162,903963,89.87002116
1008,§`,∆¬,03,161,904124,89.88602742
1009,ßª,∆À,07,161,904285,89.90203369
1010,´Á,§ﬂ,09,161,904446,89.91803996
1011,∞¸,§k,11,160,904606,89.93394681
1012,∑f,§‚,13,159,904765,89.94975424
1013,§‹,§{,04,158,904923,89.96546225
1014,´µ,§j,09,158,905081,89.98117027
1015,Ø…,¶Õ,10,158,905239,89.99687828
1016,ºy,§ﬂ,15,158,905397,90.01258629
1017,ßÈ,§‚,07,157,905554,90.02819489
1018,∂Z,®¨,12,157,905711,90.04380349
1019,©T,…I,08,156,905867,90.05931267
1020,∂≥,´B,12,156,906023,90.07482184
1021,≈K,™˜,21,156,906179,90.09033102
1022,µÛ,¶Ê,12,155,906334,90.10574078
1023,øD,§Ù,16,155,906489,90.12115054
1024,¬A,≥Ω,17,155,906644,90.13656030
1025,∂Ù,§g,13,154,906798,90.15187065
1026,∂˝,§k,13,154,906952,90.16718099
1027,∏≥, J,13,154,907106,90.18249133
1028,∞Ï,§g,11,153,907259,90.19770226
1029,±”,∆“,11,153,907412,90.21291318
1030,¡Õ,®´,17,153,907565,90.22812411
1031,§ÿ,§r,04,152,907717,90.24323561
1032,•”,•–,05,152,907869,90.25834712
1033,∫›,•ﬂ,14,152,908021,90.27345863
1034,¶À,¶À,06,151,908172,90.28847072
1035,∞È,…I,11,151,908323,90.30348280
1036,≤¸, J,11,151,908474,90.31849489
1037,∂√,§A,13,151,908625,90.33350698
1038,∏≠, J,13,151,908776,90.34851907
1039,ºx,…L,15,151,908927,90.36353116
1040,øv,¶À,16,151,909078,90.37854325
1041,ø’,®•,16,151,909229,90.39355534
1042,øË,®Æ,16,151,909380,90.40856743
1043,ƒ¨, J,20,151,909531,90.42357952
1044,¥c,§ﬂ,12,150,909681,90.43849219
1045,¥¬,§Î,12,150,909831,90.45340486
1046,¶Ã,¶Ã,06,149,909980,90.46821811
1047,ßø,§r,07,149,910129,90.48303137
1048,ßV,§O,07,148,910277,90.49774520
1049,¨~,§Ù,09,148,910425,90.51245904
1050,πj,™˙,13,148,910573,90.52717288
1051,•«,§¸,05,147,910720,90.54178729
1052,Æˆ,§Ù,10,147,910867,90.55640171
1053,±B,§k,11,147,911014,90.57101613
1054,¥À,§Ï,12,147,911161,90.58563055
1055,ßÂ,§‚,07,146,911307,90.60014555
1056,ßÙ,§Ï,07,146,911453,90.61466055
1057,´¢,§f,09,146,911599,90.62917555
1058,±“,∆“,11,146,911745,90.64369055
1059,≥∑,´B,11,146,911891,90.65820555
1060,ø◊,®•,16,146,912037,90.67272055
1061,§Ø,§H,04,145,912182,90.68713613
1062,¥©,§‚,12,145,912327,90.70155171
1063,¶Ÿ,¶◊,06,144,912471,90.71586788
1064,Ø¡,¶Õ,10,144,912615,90.73018404
1065,∞ﬂ,§f,11,144,912759,90.74450021
1066,≤Ê,¶◊,11,144,912903,90.75881637
1067,¥Â,§Ù,12,144,913047,90.77313254
1068,∏t,¶’,13,144,913191,90.78744870
1069,§©,∆¡,04,143,913334,90.80166545
1070,•Ï,§H,06,143,913477,90.81588219
1071,®F,§Ù,07,143,913620,90.83009894
1072,µ∑,¶Õ,12,143,913763,90.84431569
1073,ª´,®©,14,143,913906,90.85853243
1074,©€,§‚,08,142,914048,90.87264976
1075,∞Û,§g,11,142,914190,90.88676709
1076,πJ,∆÷,13,142,914332,90.90088442
1077,Ω∆,¶Á,15,142,914474,90.91500175
1078,ƒw,¶À,20,142,914616,90.92911908
1079,∞ˆ,§g,11,141,914757,90.94313699
1080,æ–,§ﬂ,16,141,914898,90.95715490
1081,®q,•›,07,140,915038,90.97107339
1082,∂T,®©,12,140,915178,90.98499189
1083,ªE,¶’,14,140,915318,90.99891038
1084,™d,§Ù,08,139,915457,91.01272946
1085,Ωt,¶Õ,15,139,915596,91.02654853
1086,®Í,§M,08,138,915734,91.04026819
1087,¨J,∆”,09,138,915872,91.05398785
1088,¥§,§‚,12,138,916010,91.06770750
1089,∏ı,®¨,13,138,916148,91.08142716
1090,ª\, J,14,138,916286,91.09514682
1091,ƒy,¶À,20,138,916424,91.10886648
1092,æÀ,§ﬂ,16,137,916561,91.12248672
1093,´Ù,§‚,09,136,916697,91.13600754
1094,Æz,§},10,136,916833,91.14952836
1095,≤÷,¶Õ,11,136,916969,91.16304918
1096,≥¡,≥¡,11,136,917105,91.17657001
1097,™Ô,∆÷,08,135,917240,91.18999141
1098,Æ∂,§‚,10,135,917375,91.20341281
1099,Ø¬,¶Õ,10,135,917510,91.21683422
1100,±¥,§‚,11,135,917645,91.23025562
1101,∫D,§ﬂ,14,135,917780,91.24367703
1102,Ω‡,®©,15,135,917915,91.25709843
1103,ø‡,®©,16,135,918050,91.27051984
1104,≠≤,≠≤,09,134,918184,91.28384182
1105,Æ«,§Ë,10,134,918318,91.29716381
1106,∑ß,§Ï,13,134,918452,91.31048580
1107,ª~,®•,14,134,918586,91.32380778
