
!	！
#	＃
$	＄
pb	惴
pb	悸
pb	惇
pb	慵
pb	懦
pbe-	情況
pbx	怲
pbx	恦
pbx	悀
pbx	悁
pbx	惝
pbx	惀
pbx	惸
pbx	惼
pbx	愶
pbx	愲
pbx	慲
pbx	憰
pbx	憍
pbx	懧
pbx	懰
pcx	惍
pd	悚
pd	愾
pd	慄
pd	懍
pdx	恘
pdx	悇
pdx	惏
pdx	惈
pdx	惵
pdx	憟
pdx	憡
pdx	懆
pdx	橤
pe	慷
pex	懪
pf	恢
pf	愀
pf	憔
pf	憮
pfx	惔
pfx	戃
pg	性
pg	怪
pg	懂
pg	惶
pg	憧
pg	惺
pgx	恮
pgx	悝
pgx	悜
pgx	慳
pgx	慬
pgx	墯
pi	懺
pix	忯
pix	怋
pix	怴
pix	悈
pix	懱
pj	憐
pj	悼
pj	悍
pj	悴
pj	悻
pj	憚
pj	懈
pj	忤
pjc	恆春鎮
pjx	忏
pjx	忤
pjx	怦
pjx	怑
pjx	愅
pjx	慞
pjx	憛
pjx	懌
pk	快
pk	懊
pk	怏
pk	懨
pkx	忕
pkx	怢
pkx	恞
pkx	悷
pkx	慀
pkx	慔
pkx	慡
pkx	懨
plx	忡
plx	慅
pm	恆
pm	恒
pm	恤
pm	慍
pm	忸
pm	怔
pm	怛
pm	悱
pmx	怚
pmx	怍
pmx	怌
pmx	悾
pmx	悱
pmx	愃
pn	愣
pn	愕
pn	慟
pn	惕
pn	悌
pn	怫
pnx	忉
pnx	怐
pnx	怮
pnx	恂
pnx	恟
pnx	愓
pox	忺
pox	惿
pox	憸
pox	懥
pp	憶
pp	憾
pp	惚
ppx	怭
ppx	惢
ppx	憓
pr	怡
pr	悟
pr	惦
pr	恰
pr	恬
pr	愴
pr	恪
pr	怙
prod	怡保
prx	怙
prx	怊
prx	怗
prx	恄
prx	悎
prx	悺
prx	愘
prx	慥
pt	愷
ptx	恲
pux	愮
pv	悽
pvx	慺
pw	惱
pw	愒
pw	懵
pwx	怞
pwx	怬
pwx	恓
pwx	恛
pwx	悃
pwx	愊
pwx	愐
pwx	慉
pwx	慖
px	憫
px	慢
px	愎
pxx	忮
pxx	忣
pxx	怓
pxx	恔
pxx	悛
pxx	惙
pxx	惾
pxx	愋
pxx	愯
pxx	憿
pxx	懮
pxx	戄
py	憬
pyx	忭
pyx	怀
pyx	怜
pyx	悰
pyx	惊
pyx	悿
pyx	慊
pyx	慓
pyx	憭
q	手
q'	把
q'	批
q'	掩
q'	挑
q'	拖
q'	挖
q'	擺
q'	抱
q'	托
q'	捲
q'	攏
q'	扼
q'	拋
q'	撬
q'	扎
q'x	扡
q'x	扢
q'x	扥
q'x	扽
q'x	抴
q'x	抳
q'x	挓
q'x	挹
q'x	捥
q'x	掍
q'x	揕
q'x	揓
q'x	摝
q'x	擸
q'x	攛
q'x	攦
q,	抄
q,	摻
q,x	抮
q,x	拸
q,x	拶
q,x	捗
q,x	摎
q-	抗
q-	挑
q-	攬
q-	攪
q-	攙
q-	撓
q-	挽
q-x	扤
q-x	抌
q-x	抏
q-x	扰
q-x	抁
q-x	抭
q-x	捖
q-x	挩
q-x	挸
q-x	掜
q-x	摡
q-x	搋
q-x	摬
q-x	摫
q-x	攍
q.	據
q.	抓
q.	掖
q.x	扲
q.x	抸
q.x	掾
q.x	摦
q/x	抎
q/x	抾
q0	推
q0	攤
q0	擁
q0	摧
q0	擢
q0x	搉
q0x	攉
q0x	攡
q1	擠
q1	撕
q1	折
q1	掃
q1	拂
q1	押
q1x	扴
q1x	抪
q1x	抻
q1x	揥
q1x	摲
q2	揮
q2	攆
q2x	捙
q2x	摙
q3	摞
q3x	搎
q3x	摞
q3x	攥
q4	擔
q4	誓
q5	損
q5	擷
q5	摃
q5	摜
q5x	摃
q5x	摜
q5x	撌
q5x	擯
q5x	攢
q8	撰
q8	拱
q8	扒
q8	擴
q8x	捵
q8x	掑
q8x	搷
q8x	撗
q9	抑
q9	擲
q9	攝
q9	挪
q9	揖
q9	揶
q9	拎
q9x	挕
q9x	揤
q9x	揶
q9x	擳
q;	持
q;	搏
q;	撙
q;	捋
q;x	拊
q;x	捋
q;x	摶
q;x	撏
q;x	擣
q=	揭
q=	拇
q=x	挴
q=x	擖
q[	振
q[	拒
q[	攘
q[	揠
q[	摳
q[x	挋
q[x	拫
q[x	挀
q[x	挔
q[x	掁
q[x	揠
q[x	揋
q[x	搌
q[x	裚
q[x	摳
q[x	擐
q[x	擃
q[x	攁
q[x	攐
q[x	攮
q]	插
q]	掐
q]x	掐
q]x	搯
q`	Ｑ
q``	ㄆ
q`l	ｑ
qa	指
qa	攔
qa	擱
qa	措
qa	拍
qa	摺
qa	揩
qa	捫
qax	抇
qax	晢
qax	揝
qax	搘
qax	搢
qax	摍
qax	撦
qax	摿
qax	撋
qax	撊
qax	擼
qb	打
qb	摘
qb	掙
qb	捐
qb	搞
qb	撐
qb	攜
qb	捌
qb	擰
qb	捕
qb	擒
qb	抒
qb	揣
qb	搆
qb	捎
qb	掄
qb	揹
qb	撾
qb	捅
qb	掮
qbx	扜
qbx	抈
qbx	抩
qbx	拵
qbx	挏
qbx	挬
qbx	捅
qbx	捊
qbx	捔
qbx	掎
qbx	捯
qbx	掯
qbx	掮
qbx	掤
qbx	掅
qbx	揨
qbx	揃
qbx	揟
qbx	揄
qbx	揇
qbx	揙
qbx	搠
qbx	搹
qbx	搰
qbx	搚
qbx	摛
qbx	撟
qbx	撱
qbx	擩
qbx	擿
qcx	銴
qd	採
qd	探
qd	攔
qd	操
qd	揀
qd	揉
qd	抹
qd	搽
qdx	拺
qdx	捈
qdx	捰
qdx	揲
qdx	搮
qdx	搡
qdx	摷
qdx	擛
qdx	擽
qdx	攗
qex	捄
qex	捸
qf	撚
qf	撫
qf	揪
qf	摭
qfx	拻
qfx	掞
qfx	焎
qfx	攩
qg	握
qg	撞
qg	挺
qg	挫
qg	拴
qg	捏
qg	捱
qg	捶
qg	拄
qg	挂
qgx	挃
qgx	拰
qgx	捚
qgx	揘
qgx	揰
qi	找
qi	拭
qi	抿
qi	拽
qix	扺
qix	掝
qix	搣
qix	摵
qix	撠
qix	攕
qj	擇
qj	掉
qj	拌
qj	捧
qj	抖
qj	摔
qj	抨
qj	撻
qj	捍
qj	撢
qj	擀
qjx	扞
qjx	扦
qjx	捀
qjx	捽
qjx	捭
qjx	揵
qjx	搟
qjx	摓
qjx	撣
qjx	摨
qjx	擗
qk	換
qk	撲
qk	扶
qk	摸
qk	挨
qk	揍
qk	抉
qk	揆
qk	挾
qk	捩
qkx	扷
qkx	抶
qkx	抰
qkx	捑
qkx	揳
qkx	擙
qkx	擫
ql	搔
ql	蜇
qlx	攭
qm	排
qm	抵
qm	插
qm	控
qm	擅
qm	拯
qm	搾
qm	扯
qm	扭
qm	扛
qm	捏
qm	搓
qm	掐
qmx	抯
qmx	挳
qmx	掗
qmx	挻
qmx	揎
qmx	揯
qmx	搤
qmx	搕
qmx	搵
qmx	攎
qmx	攠
qn	揚
qn	拋
qn	扔
qn	攜
qn	拘
qn	搗
qn	撈
qn	拷
qn	掏
qn	擄
qn	扮
qn	拂
qn	拐
qn	拗
qn	掬
qn	搧
qnx	扐
qnx	扚
qnx	挎
qnx	拹
qnx	挶
qnx	撝
qnx	揈
qnx	搒
qnx	搦
qnx	搨
qnx	搊
qnx	摀
qnx	搧
qnx	摴
qnx	摥
qnx	擉
qo	提
qo	掀
qo	撿
qo	擬
qo	捉
qo	捷
qo	扶
qo	撳
qoo8	提供
qox	扻
qox	掟
qox	摐
qox	撅
qox	擨
qox	攓
qp	撼
qp	捻
qpx	悊
qpx	揌
qpx	摁
qpx	摠
qpx	攄
qpx	攇
qq	撐
qq	掰
qqx	掱
qqx	掰
qqx	搿
qr	哲
qr	括
qr	扣
qr	拾
qr	拓
qr	搶
qr	擱
qr	抬
qr	招
qr	搭
qr	捨
qr	拈
qr	拮
qr	捂
qr	搪
qr	掂
qr	据
qr	搥
qr	撂
qrx	挌
qrx	捃
qrx	捁
qrx	掊
qrx	掂
qrx	据
qrx	硩
qrx	搳
qrx	搥
qrx	撂
qrx	撘
qt	拉
qt	摒
qt	拼
qt	拚
qt	擤
qtx	拑
qtx	掽
qtx	揜
qtx	撜
qtx	擤
qu	掘
qu	搖
qu	拙
qv	按
qv	接
qv	摟
qvx	挼
qvx	捼
qvx	攖
qw	抽
qw	擋
qw	播
qw	描
qw	捆
qw	揭
qw	擂
qw	摑
qw	搐
qwx	揊
qwx	揂
qwx	揗
qwx	搐
qwx	攌
qx	授
qx	援
qx	搬
qx	撤
qx	撥
qx	擾
qx	技
qx	投
qx	拔
qx	撇
qx	撒
qx	扳
qx	搜
qx	撮
qx	擻
qx	披
qx	攫
qx	擭
qx	抆
qx	掖
qx	扱
qx	掇
qxx	扙
qxx	扠
qxx	扱
qxx	挍
qxx	捘
qxx	挭
qxx	掫
qxx	掇
qxx	摋
qxx	撖
qxx	擏
qxx	撽
qy	掛
qy	擦
qy	拆
qy	捺
qy	撩
qy	拎
qy	掠
qy	攙
qy	扑
qyx	抃
qyx	抔
qyx	捇
qyx	掭
qyx	搛
qyx	摽
qyx	攃
qz	撻
qz	撾
qz	搥
qzx	揵
r	口
r'	吧
r'	跑
r'	吃
r'	呢
r'	跳
r'	嘛
r'	吼
r'	跪
r'	蹴
r'	踡
r'	咆
r'	跎
r'	叱
r'	邑
r'	呃
r'	嚨
r'	吒
r'	跩
r'	吔
r'x	吪
r'x	吨
r'x	咾
r'x	呲
r'x	唈
r'x	趷
r'x	唵
r'x	跁
r'x	啿
r'x	跇
r'x	跜
r'x	嗈
r'x	跐
r'x	跩
r'x	踂
r'x	踠
r'x	踸
r'x	氉
r'x	蹗
r'x	躚
r'x	躐
r'x	躘
r'x	躥
r'x	鼉
r,	吵
r,	咿
r,	嘐
r,	嗲
r,	嘜
r,3	吳鳳鄉
r,x	哆
r,x	唦
r,x	哤
r,x	喭
r,x	跈
r,x	嗲
r,x	跢
r,x	嘜
r,x	踄
r-	號
r-	跳
r-	兄
r-	唬
r-	蹴
r-	蹺
r-	咒
r-	吮
r-	吭
r-3	吳鳳鄉
r-x	咷
r-x	唴
r-x	唲
r-x	喨
r-x	跣
r-x	噈
r-x	嘵
r-x	嚫
r-x	嚵
r.	呎
r.	史
r.	吟
r.	呱
r.	啄
r.	喙
r.	噱
r.	嚎
r.x	圂
r.x	躆
r/	囈
r/x	吰
r/x	呿
r0	雖
r0	唯
r0	鳴
r0	躍
r0	囉
r0	鵑
r0	躪
r0	鷺
r0,f	雖然
r0x	嗺
r0x	踓
r0x	噰
r0x	鴞
r0x	嚁
r0x	鶚
r0x	囃
r0x	嚾
r0x	鷕
r0x	鷤
r0x	躣
r1	叫
r1	吊
r1	蹄
r1	嘯
r1	嘶
r1	呻
r1	躋
r1	啼
r1	唏
r1	呷
r1	听
r1	囓
r1x	吤
r1x	咘
r1x	哳
r1x	喌
r1x	嚌
r1x	嚙
r1x	蹛
r1x	躖
r1x	囓
r2x	嗹
r2x	蹥
r3	嗦
r3	嗉
r3	吆
r4	唁
r4x	圁
r5	員
r5	噸
r5	蹟
r5	噴
r5	顎
r5	躓
r5	嘖
r5x	唄
r5x	嗊
r5x	嗩
r5x	嗿
r5x	嘳
r5x	嘪
r5x	蹞
r5x	嚬
r5x	蹪
r5x	嚽
r5x	囋
r5x	躦
r8	只
r8	哄
r8	趴
r8	叭
r8	嗔
r8jb	只有
r8x	唭
r8x	嗔
r8x	噀
r8x	踑
r8x	蹎
r8x	嚝
r9	哪
r9	鄂
r9	叩
r9	啣
r9	唧
r9	鄙
r9	躡
r9	躑
r9	嘟
r9	囁
r9	郢
r9	鄲
r9x	咡
r9x	咠
r9x	郘
r9x	啷
r9x	鄖
r9x	鄲
r9x	鄵
r;	吋
r;	咐
r;	嚼
r;	蹲
r;	躊
r;	囀
r;	躕
r;	噚
r;x	哷
r;x	跗
r;x	嗕
r;x	跱
r;x	噂
r;x	噚
r;x	蹡
r;x	躕
r=	喝
r=	嗨
r=	噶
r=x	呣
r=x	踇
r[	跟
r[	距
r[	喂
r[	嘔
r[	嚷
r[	饕
r[	噥
r[	踉
r[x	咂
r[x	哏
r[x	踉
r[x	噮
r[x	蹍
r[x	辴
r[x	囅
r[x	躟
r[x	囔
r]	蹈
r]	啗
r]x	喢
r]x	嘒
r]x	蹖
r`	Ｒ
r``	ㄐ
r`l	ｒ
ra	唱
ra	嗜
ra	嚐
ra	踏
ra	嘈
ra	躪
ra	躇
ra	啪
ra	嚕
ra	噌
rax	唶
rax	喑
rax	喈
rax	喒
rax	噌
rax	噆
rax	踖
rax	噲
rax	踳
rax	噾
rax	蹜
rax	蹧
rax	嚪
rax	蹭
rax	躝
rax	躤
rb	別
rb	啊
rb	跡
rb	嘴
rb	嘲
rb	叮
rb	呼
rb	呀
rb	哼
rb	哺
rb	喘
rb	喇
rb	喃
rb	跚
rb	吶
rb	啁
rb	喟
rb	喻
rb	嘀
rb	踹
rb	嚀
rb	蹣
rb	蹦
rb	呵
rb	啃
rb	噙
rb	唷
rb	哮
rb	嚅
rb	吁
rb	咧
rb	哨
rb	唰
rb	踽
rb	踰
rbx	吇
rbx	肙
rbx	咑
rbx	呥
rbx	哃
rbx	哱
rbx	唎
rbx	唃
rbx	趶
rbx	啍
rbx	啢
rbx	唰
rbx	喁
rbx	喎
rbx	嗃
rbx	嗋
rbx	嗝
rbx	嗍
rbx	踍
rbx	踊
rbx	踃
rbx	劋
rbx	噊
rbx	嘺
rbx	踦
rbx	踚
rbx	踽
rbx	蹁
rbx	踰
rbx	嚆
rbx	蹐
rbx	蹢
rbx	蹻
rbx	躎
rd	味
rd	踩
rd	嗓
rd	呆
rd	嘛
rd	踝
rd	噪
rd	蹂
rd	咪
rd	跺
rd	躁
rd	囌
rd	咻
rd	喋
rd	嗥
rd	跦
rdc	員林鎮
rdx	呠
rdx	咮
rdx	唋
rdx	唻
rdx	啋
rdx	喿
rdx	喍
rdx	嗏
rdx	嘄
rdx	蹀
rdx	躒
re3	口湖鄉
rex	嚃
rex	嚗
rf	嚥
rf	嘿
rf	啖
rf	啾
rf	蹠
rfx	吙
rfx	喣
rfx	嘸
rfx	踿
rfx	蹠
rg	呈
rg	吐
rg	哇
rg	哩
rg	喔
rg	踵
rg	喱
rg	唾
rgx	咥
rgx	唑
rgx	啀
rgx	喤
rgx	跓
rgx	跬
rgx	跮
rgx	跧
rgx	踛
rgx	嚜
rgx	蹚
rgx	躔
rh	路
rh3	路竹鄉
ri	戰
ri	喊
ri	民
ri	哦
ri	嘰
ri	踐
ri	嘎
ri	戢
ri	跩
rix	呡
rix	嘁
rix	噦
rj	單
rj	嘩
rj	啤
rj	躂
rj	蹕
rj	嗶
rj	嗥
rj	咩
rjx	吘
rjx	吽
rjx	呏
rjx	呯
rjx	哖
rjx	哞
rjx	哻
rjx	啐
rjx	唪
rjx	啅
rjx	啈
rjx	喡
rjx	斝
rjx	跘
rjx	嘝
rjx	嘽
rjx	嘾
rjx	踤
rjx	踔
rjx	噠
rjx	噿
rjx	蹸
rjx	躌
rk	吳
rk	獸
rk	喉
rk	跌
rk	哭
rk	嘆
rk	咦
rk	吠
rk	唉
rk	喚
rk	喫
rk	嗅
rk	蹼
rk	唳
rk	趺
rk	嗾
rk	噗
rk	噢
rk	蹊
rkx	吷
rkx	呔
rkx	趹
rkx	跠
rkx	嗼
rkx	噳
rl	嗤
rlx	囆
rm	啞
rm	啡
rm	踫
rm	蹈
rm	喧
rm	趾
rm	咋
rm	喳
rm	蹉
rm	呸
rm	咀
rm	啗
rm	嗟
rm	嗑
rm	嗥
rm	噬
rmx	吜
rmx	呾
rmx	呧
rmx	咺
rmx	唌
rmx	跙
rmx	嗌
rmx	嗢
rmx	蹅
rmx	嚍
rmx	嚂
rmx	嚦
rmx	嚧
rn	嗎
rn	另
rn	喲
rn	跨
rn	勛
rn	踢
rn	囑
rn	踢
rn	吻
rn	嗚
rn	嗣
rn	踴
rn	蹋
rn	嘮
rn	叨
rn	吩
rn	叼
rn	啕
rn	嗡
rn	跼
rn	躅
rn	叻
rn	呦
rnx	呁
rnx	咈
rnx	呺
rnx	呴
rnx	呦
rnx	哅
rnx	咢
rnx	咰
rnx	趵
rnx	噅
rnx	嗙
rnx	嘕
rnx	踘
rnx	噣
rnx	踼
ro	吹
ro	足
ro	咳
ro	嗽
ro	蹤
ro	嚏
ro	咦
ro	蹶
rox	唗
rox	哫
rox	唊
rox	啶
rox	啑
rox	跿
rox	踀
rox	噘
rox	踕
rox	噞
rox	噷
rox	踶
rox	蹝
rp	唸
rp	嗯
rp	噫
rp	愍
rp	噁
rpx	咇
rpx	跽
rpx	噁
rpx	踗
rr	路
rr	呂
rr	品
rr	器
rr	嘻
rr	哈
rr	咖
rr	跆
rr	踞
rr	囂
rr	咕
rr	咯
rr	唔
rr	喀
rr	嗆
rr	踟
rr	蹌
rrx	呫
rrx	咍
rrx	咭
rrx	咶
rrx	唅
rrx	哠
rrx	啥
rrx	喏
rrx	跍
rrx	跖
rrx	跏
rrx	跕
rrx	嗐
rrx	嗒
rrx	跲
rrx	嘂
rrx	碞
rrx	踣
rrx	踮
rrx	蹌
rrx	嚚
rt	啦
rt	踫
rt	噓
rt	蹬
rt	噎
rt	咁
rtx	咁
rtx	哢
rtx	趼
rtx	啽
rtx	跰
ru	咄
ru3	員山鄉
rux	啒
rux	喦
rux	嵒
rux	嗂
rux	嘧
rv	嘍
rv	嚶
rvx	哸
rvx	唼
rvx	喓
rvx	踥
rvx	踒
rw	咽
rw	咱
rw	噹
rw	哂
rw	蹓
rwx	呬
rwx	唒
rwx	喵
rwx	喕
rwx	跴
rwx	嘓
rwx	踾
rwx	蹓
rwx	蹯
rx	嚴
rx	史
rx	吸
rx	咬
rx	跛
rx	跤
rx	踱
rx	唆
rx	哽
rx	哎
rx	跋
rx	嗷
rx	啜
rx	呶
rx	吱
rx	噯
rx	嗄
rxx	呅
rxx	唚
rxx	啵
rxx	跂
rxx	趿
rxx	喥
rxx	嗄
rxx	嗖
rxx	踆
rxx	噉
rxx	嘬
rxx	踙
rxx	踧
rxx	踜
rxx	噭
rxx	嚄
rxx	嚘
rxx	蹳
rxx	躈
rxx	躞
rxx	躩
rxx	躨
ry	跡
ry	蹤
ry	咚
ry	嚇
ry	噤
ry	嘹
ryx	吥
ryx	呤
ryx	哧
ryx	唹
ryx	跅
ryx	嗛
ryx	嘌
ryx	嚓
rz	躂
rzx	嚃
s	戶
s	尸
s'	尾
s'	尼
s'	屍
s'	屜
s'	屁
s'	扈
s'	尻
s'x	尻
s'x	戺
s'x	甓
s'x	鼊
s,dg	啟德機場
s.	尺
s0	雇
s0x	鳲
s0x	鶋
s0x	鶌
s0x	鷵
s0x	鷿
s1	所
s1	歸
s1	屆
s1	師
s1	帥
s11o	所以
s1jb	所有
s1x	屌
s1x	幦
s1x	斸
s3x	綮
s3x	繴
s4	譬
s5	顧
s5x	顅
s5x	屭
s8	咫
s8x	屄
s9x	郿
s;	尉
s[	展
s[	褽
s[	襞
s[x	扆
s`	Ｓ
s``	ㄋ
s`l	ｓ
sa	層
sa	屠
sb	刷
sb	扁
sb	肩
sb	臂
sb	臀
sb	屑
sb	屘
sb	孱
sb	屙
sbx	扃
sbx	剭
sbx	屙
sbx	屩
sd	屎
sd	檗
sd'	屏東縣
sd7	屏東縣
sdw	屏東縣
sdx	棨
sdx	屧
sdx	糪
sdy	屏東市
se	尿
sf	熨
sfx	扊
sg	屋
sg	壁
sg	璧
sgx	壂
sj	肇
sj	辟
sj	犀
sj	羼
sj	戽
sj'	屏東縣
sj7	屏東縣
sjw	屏東縣
sjx	戽
sjx	屖
sjx	犚
sjy	屏東市
sk	戾
sm	扉
sm	屝
sn	局
sn	房
sn	屬
sn	扇
sn	劈
sn	翩
sox	屣
sox	躄
sp	慰
sp	慇
spx	憵
sq	擘
sr	居
sr	啟
srx	扂
st	屏
su	屈
sv	屢
sv	屨
svx	嬖
sw	眉
swx	屇
sx	啟
sx	殿
sx	殷
sx	履
sx	屐
syx	屪
t	廿
t	廾
t'	世
t'	甚
t'	巷
t'	花
t'	苑
t'	范
t'	荒
t'	卷
t'	蔬
t'	斃
t'	瓶
t'	芒
t'	芭
t'	苞
t'	茫
t'	靴
t'	靶
t'	韆
t'	葩
t'	蒐
t'	蔴
t'	粑
t'	葚
t'	鞄
t'x	菴
t'x	氅
t'x	甍
t'x	薨
t'x	艽
t'x	芑
t'x	芄
t'x	芚
t'x	芘
t'x	芼
t'x	芞
t'x	芤
t'x	籺
t'x	籸
t'x	苨
t'x	粑
t'x	粍
t'x	荖
t'x	茿
t'x	茈
t'x	艵
t'x	菀
t'x	菤
t'x	菎
t'x	萉
t'x	菢
t'x	亃
t'x	瓽
t'x	葹
t'x	葚
t'x	蔇
t'x	蓖
t'x	靾
t'x	鞄
t'x	蔍
t'x	蓻
t'x	蓺
t'x	蔰
t'x	蕝
t'x	甐
t'x	甑
t'x	薧
t'x	薍
t'x	麊
t'x	氋
t'x	薽
t'x	鄨
t'x	藣
t'x	蘢
t,	夢
t,	莎
t,	糝
t,	蔘
t,3	燕巢鄉
t,3	光復鄉
t,x	芛
t,x	茤
t,x	莏
t,x	蓼
t,x	蔘
t-	觀
t-	光
t-	兌
t-	荒
t-	蔬
t-	藐
t-	莞
t-	莧
t-	覲
t-	菟
t-	羌
t-	芃
t-	蔻
t-x	芃
t-x	苀
t-x	芫
t-x	茺
t-x	党
t-x	茪
t-x	莐
t-x	莌
t-x	萒
t-x	靰
t-x	粯
t-x	羦
t-x	蓅
t-x	蒬
t-x	蕘
t-x	鞔
t-x	覯
t-x	藱
t-x	藽
t-x	蘶
t-x	飌
t.	芝
t.	蒙
t.	兼
t.	豢
t.	菰
t.x	芩
t.x	羑
t.x	荶
t.x	靲
t.x	粼
t.x	蓏
t.x	蓫
t.x	蘧
t/	藝
t/	蔭
t/	芸
t/	蒐
t/x	苰
t/x	菘
t/x	鞃
t/x	蕓
t0	難
t0	耀
t0	鵲
t0	蘿
t0	藺
t0	鸛
t0x	萑
t0x	雈
t0x	蒮
t0x	蓷
t0x	蓶
t0x	蔦
t0x	蕥
t0x	薙
t0x	蕹
t0x	鵧
t0x	鴱
t0x	藋
t0x	雚
t0x	鵜
t0x	藿
t0x	鶜
t0x	鶿
t0x	鶧
t0x	鶼
t0x	鷁
t0x	鷋
t0x	鷩
t0x	蘺
t0x	鷷
t0x	鷰
t0x	鷬
t0x	鷨
t0x	虇
t0x	鸏
t1	常
t1	蕭
t1	斯
t1	幕
t1	幣
t1	薪
t1	弟
t1	蒂
t1	蓆
t1	芹
t1	芥
t1	芾
t1	薺
t1	靳
t1t1	常常
t1x	帣
t1x	粌
t1x	莃
t1x	斮
t1x	菥
t1x	菡
t1x	靳
t1x	靷
t1x	斳
t1x	蔪
t1x	蔕
t1x	薡
t1x	蘄
t1x	齤
t1x	蘬
t1x	齹
t2	輝
t2	葷
t2	蓮
t2x	莗
t2x	輂
t3	茲
t3	蓀
t3	玆
t3	綦
t3x	絭
t3x	綦
t3x	蔂
t3x	蕠
t3x	蕬
t3x	藄
t3x	蘩
t3x	蘻
t3x	虆
t4	警
t4x	諅
t4x	薝
t5	類
t5	賞
t5	蘋
t5	顢
t5	顴
t5x	萯
t5x	頖
t5x	頩
t5x	蕡
t5x	蕢
t5x	蕦
t5x	薠
t5x	薋
t5x	蕷
t5x	羵
t5x	藚
t5x	藬
t5x	顜
t5x	藾
t5x	顢
t5x	纇
t5x	蘱
t5x	韇
t5x	顴
t8	黃
t8	其
t8	共
t8	糞
t8l	其中
t8o'	其他
t8x	萁
t8x	蔩
t8x	蕻
t8x	藇
t9	鄭
t9	鄰
t9	茸
t9	鄞
t9	鄴
t9	茆
t9x	邯
t9x	郱
t9x	鄀
t9x	葞
t9x	葺
t9x	鄚
t9x	蔀
t9x	蓹
t9x	鄯
t9x	鄫
t9x	薌
t9x	鄸
t9x	酀
t9x	鄿
t9x	鞹
t9x	酄
t9y	基隆市
t;	對
t;	蔣
t;	薄
t;	尊
t;	蔚
t;	蕁
t;x	籿
t;x	苻
t;x	葑
t;x	蒪
t;x	蓐
t;x	蒔
t;x	蓴
t;x	糐
t;x	蕁
t;x	薅
t;x	薵
t;x	薱
t;yy	對於
t=	葛
t=	莓
t=	藹
t=	羯
t=x	苺
t=x	藒
t=x	鞨
t[	養
t[	艱
t[	裳
t[	蓑
t[	苣
t[	萇
t[x	茛
t[x	茞
t[x	粔
t[x	莨
t[x	菃
t[x	蒎
t[x	葨
t[x	粻
t[x	蒗
t[x	蔉
t[x	蓲
t[x	鞎
t[x	蕵
t[x	薞
t[x	藲
t[x	蘘
t[x	蘹
t[x	蘾
t]	舊
t]	菅
t]x	萏
t]x	蔧
t`	Ｔ
t``	ㄔ
t`l	ｔ
ta	曾
ta	著
ta	蘭
ta	普
ta	昔
ta	曹
ta	藉
ta	糟
ta	嘗
ta	薯
ta	藷
ta	暮
ta	粕
ta	藺
ta	蓿
ta	菖
ta	薈
ta	糬
tax	粨
tax	菖
tax	菛
tax	萻
tax	萶
tax	萫
tax	蓍
tax	糌
tax	蕄
tax	蕑
tax	薈
tax	鞜
tax	糬
tax	藸
tax	糷
tb	期
tb	精
tb	前
tb	萬
tb	莉
tb	尚
tb	菁
tb	判
tb	削
tb	肖
tb	荐
tb	荷
tb	芽
tb	蒲
tb	糊
tb	鞘
tb	繭
tb	藕
tb	孽
tb	糯
tb	芋
tb	苛
tb	朔
tb	萌
tb	茅
tb	剃
tb	籽
tb	苧
tb	苒
tb	荊
tb	荸
tb	莆
tb	孳
tb	葫
tb	萵
tb	蒿
tb	薊
tb	芮
tb	茼
tb	莩
tb	黼
tb,j	前年
tb3	萬丹鄉
tbmk	前天
tbx	艼
tbx	芓
tbx	刱
tbx	芧
tbx	芮
tbx	苪
tbx	冓
tbx	剒
tbx	茢
tbx	茼
tbx	荇
tbx	荋
tbx	粣
tbx	羜
tbx	莩
tbx	莦
tbx	靪
tbx	牚
tbx	粡
tbx	菏
tbx	莿
tbx	菿
tbx	菵
tbx	菕
tbx	菺
tbx	黹
tbx	葶
tbx	葥
tbx	萷
tbx	萴
tbx	萭
tbx	萹
tbx	萳
tbx	觠
tbx	蒴
tbx	蒚
tbx	蒱
tbx	蓇
tbx	蒯
tbx	蒨
tbx	糈
tbx	糋
tbx	羭
tbx	蔏
tbx	蓪
tbx	蓨
tbx	糒
tbx	蕅
tbx	蕍
tbx	蕱
tbx	蕎
tbx	鞙
tbx	薃
tbx	薖
tbx	鞝
tbx	薴
tbx	藅
tbx	薷
tbx	薾
tbx	藡
tbx	藰
tbx	黼
tbx	羺
tbx	蘛
tbx	蘅
tbx	糲
tbx	蘮
tbx	蘥
tbx	臡
tc	鑿
tc[	前金區
tc[	前鎮區
tcx	菳
td	業
td	蘭
td	蘇
td	葉
td	茉
td	藥
td	米
td	某
td	茶
td	菜
td	藻
td	茱
td	棠
td	棻
td	葆
td	苯
td	荼
td	萊
td	檠
td	鞣
td	蘗
td	蔴
td	粿
td	蓁
td3	芎林鄉
td3	莿桐鄉
td3	茂林鄉
tdx	茦
tdx	茠
tdx	粖
tdx	莯
tdx	菋
tdx	菄
tdx	菻
tdx	萰
tdx	葇
tdx	槊
tdx	粿
tdx	蒤
tdx	蓁
tdx	蒢
tdx	靺
tdx	鞂
tdx	糅
tdx	蔝
tdx	蓧
tdx	蔯
tdx	蕖
tdx	蕀
tdx	蔾
tdx	鞢
tdx	蘪
te	藤
te	糠
te3	蘆洲鄉
tec	蘇澳鎮
tec	美濃鎮
tex	羕
tex	莍
tex	菉
tex	藜
tf	燕
tf	黨
tf	糕
tf	煎
tf	蒸
tf	蔗
tf	蕉
tf	蕪
